"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"22";"Papito8143";"12977862222";"12977146013";"83836";"648137";"51666119";"67988";"67533";"1.0067375";"0.18288067";"14436";"26345";"0.54795974";"15071.226";"966";"21890";"12977712021";"98723";"23473.281";"3866.8333";"46032.406";"5037";"23585"
"23";"WeAreNotReal";"12926931548";"12926876014";"51980";"3691";"18941";"51969";"160";"324.80624";"0.4877475";"270";"10";"27.0";"4.0949048E7";"643";"2";"12926930903";"0";"41.067642";"1.9054241";"172.75934";"0";"0"
"24";"sergio_kuart";"6055164524";"12346611820";"-1996708105";"255163";"10001321";"-1996714534";"2000109002";"-0.9983028";"0.19116762";"4486";"6121";"0.7328868";"36326.188";"22321";"-1243813210";"7298921723";"12083";"16412.365";"2538.9133";"172784.02";"14504";"7103"
"25";"Joshua1337x";"12922374652";"11894862425";"1027510963";"1439";"53076";"511871364";"3167439";"161.60417";"0.09645582";"50";"43";"1.1627907";"1.4608156E7";"410000213";"11359634415";"1152739999";"15";"115.60456";"21.451094";"865.26385";"10";"0"
"26";"Cyzxn";"10083010997";"10082998076";"7479";"6464";"673809";"-4569318";"5020537";"-0.9101254";"0.14230949";"259";"468";"0.5534188";"897851.8";"836";"351";"10083009227";"163";"435.40353";"27.122913";"5047.22";"360";"60"
"27";"Lemone_raupi";"20000000450";"10000000000";"10000000000";"450";"1350";"1410065408";"0";"1.41006541E9";"0.0";"11";"2";"5.5";"8.888889E8";"0";"0";"20000000450";"0";"1.0687977";"0.0";"0.0";"0";"0"
"28";"L_E_S_75";"9902363181";"9902108564";"195910";"62073";"3982137";"1883200882";"273341509";"6.8895535";"0.113903545";"1012";"2300";"0.44";"149201.75";"2070";"2452995109";"7449364413";"322";"2486.178";"267.50732";"155480.61";"930";"337"
"29";"IORI-178";"9279579652";"9279245510";"191300";"153591";"11414319";"-99920014";"-99929244";"-9.9920016E7";"0.19624498";"4188";"7594";"0.55148804";"48778.625";"657";"2618";"9279562496";"10690";"27310.574";"4348.0767";"12152.1045";"1293";"1898"
"30";"Catz_Reborn";"9009414964";"9009075207";"333131";"7123";"191654";"1203518";"1654";"727.64087";"0.22303948";"333";"102";"3.264706";"2820525.0";"278";"66";"9009414433";"0";"349.86816";"42.88017";"2803.0598";"187";"0"
"31";"xLegendSura_";"9000811808";"9000806856";"1752";"3560";"74224";"9015175";"591";"15254.104";"0.297135";"405";"89";"4.550562";"7275931.0";"32";"990000093";"-999189564";"1000000663";"118.32196";"10.51363";"436.97357";"8010000383";"201"
